entity e1,entity e2,ddi,pair type
Carmustine,BiCNU,false,
Chloroquine,Aralen,false,
Dantrolene,Dantrium,false,
Daunorubicin,Cerubidine,false,
Disulfiram,Antabuse,false,
Divalproex,Depakote,false,
Etretinate,Tegison,false,
Hydroxychloroquine,Plaquenil,false,
Mercaptopurine,Purinethol,false,
Naltrexone,Trexan,false,
contraceptives,estrogen,false,
Phenothiazines,acetophenazine,false,
Phenothiazines,Tindal,false,
Phenothiazines,chlorpromazine,false,
Phenothiazines,Thorazine,false,
Phenothiazines,fluphenazine,false,
Phenothiazines,Prolixin,false,
Phenothiazines,mesoridazine,false,
Phenothiazines,Serentil,false,
Phenothiazines,perphenazine,false,
Phenothiazines,Trilafon,false,
Phenothiazines,prochlorperazine,false,
Phenothiazines,Compazine,false,
Phenothiazines,promazine,false,
Phenothiazines,Sparine,false,
Phenothiazines,promethazine,false,
Phenothiazines,Phenergan,false,
Phenothiazines,thioridazine,false,
Phenothiazines,Mellaril,false,
Phenothiazines,trifluoperazine,false,
Phenothiazines,Stelazine,false,
Phenothiazines,triflupromazine,false,
Phenothiazines,Vesprin,false,
Phenothiazines,trimeprazine,false,
Phenothiazines,Temaril,false,
acetophenazine,Tindal,false,
acetophenazine,chlorpromazine,false,
acetophenazine,Thorazine,false,
acetophenazine,fluphenazine,false,
acetophenazine,Prolixin,false,
acetophenazine,mesoridazine,false,
acetophenazine,Serentil,false,
acetophenazine,perphenazine,false,
acetophenazine,Trilafon,false,
acetophenazine,prochlorperazine,false,
acetophenazine,Compazine,false,
acetophenazine,promazine,false,
acetophenazine,Sparine,false,
acetophenazine,promethazine,false,
acetophenazine,Phenergan,false,
acetophenazine,thioridazine,false,
acetophenazine,Mellaril,false,
acetophenazine,trifluoperazine,false,
acetophenazine,Stelazine,false,
acetophenazine,triflupromazine,false,
acetophenazine,Vesprin,false,
acetophenazine,trimeprazine,false,
acetophenazine,Temaril,false,
Tindal,chlorpromazine,false,
Tindal,Thorazine,false,
Tindal,fluphenazine,false,
Tindal,Prolixin,false,
Tindal,mesoridazine,false,
Tindal,Serentil,false,
Tindal,perphenazine,false,
Tindal,Trilafon,false,
Tindal,prochlorperazine,false,
Tindal,Compazine,false,
Tindal,promazine,false,
Tindal,Sparine,false,
Tindal,promethazine,false,
Tindal,Phenergan,false,
Tindal,thioridazine,false,
Tindal,Mellaril,false,
Tindal,trifluoperazine,false,
Tindal,Stelazine,false,
Tindal,triflupromazine,false,
Tindal,Vesprin,false,
Tindal,trimeprazine,false,
Tindal,Temaril,false,
chlorpromazine,Thorazine,false,
chlorpromazine,fluphenazine,false,
chlorpromazine,Prolixin,false,
chlorpromazine,mesoridazine,false,
chlorpromazine,Serentil,false,
chlorpromazine,perphenazine,false,
chlorpromazine,Trilafon,false,
chlorpromazine,prochlorperazine,false,
chlorpromazine,Compazine,false,
chlorpromazine,promazine,false,
chlorpromazine,Sparine,false,
chlorpromazine,promethazine,false,
chlorpromazine,Phenergan,false,
chlorpromazine,thioridazine,false,
chlorpromazine,Mellaril,false,
chlorpromazine,trifluoperazine,false,
chlorpromazine,Stelazine,false,
chlorpromazine,triflupromazine,false,
chlorpromazine,Vesprin,false,
chlorpromazine,trimeprazine,false,
chlorpromazine,Temaril,false,
Thorazine,fluphenazine,false,
Thorazine,Prolixin,false,
Thorazine,mesoridazine,false,
Thorazine,Serentil,false,
Thorazine,perphenazine,false,
Thorazine,Trilafon,false,
Thorazine,prochlorperazine,false,
Thorazine,Compazine,false,
Thorazine,promazine,false,
Thorazine,Sparine,false,
Thorazine,promethazine,false,
Thorazine,Phenergan,false,
Thorazine,thioridazine,false,
Thorazine,Mellaril,false,
Thorazine,trifluoperazine,false,
Thorazine,Stelazine,false,
Thorazine,triflupromazine,false,
Thorazine,Vesprin,false,
Thorazine,trimeprazine,false,
Thorazine,Temaril,false,
fluphenazine,Prolixin,false,
fluphenazine,mesoridazine,false,
fluphenazine,Serentil,false,
fluphenazine,perphenazine,false,
fluphenazine,Trilafon,false,
fluphenazine,prochlorperazine,false,
fluphenazine,Compazine,false,
fluphenazine,promazine,false,
fluphenazine,Sparine,false,
fluphenazine,promethazine,false,
fluphenazine,Phenergan,false,
fluphenazine,thioridazine,false,
fluphenazine,Mellaril,false,
fluphenazine,trifluoperazine,false,
fluphenazine,Stelazine,false,
fluphenazine,triflupromazine,false,
fluphenazine,Vesprin,false,
fluphenazine,trimeprazine,false,
fluphenazine,Temaril,false,
Prolixin,mesoridazine,false,
Prolixin,Serentil,false,
Prolixin,perphenazine,false,
Prolixin,Trilafon,false,
Prolixin,prochlorperazine,false,
Prolixin,Compazine,false,
Prolixin,promazine,false,
Prolixin,Sparine,false,
Prolixin,promethazine,false,
Prolixin,Phenergan,false,
Prolixin,thioridazine,false,
Prolixin,Mellaril,false,
Prolixin,trifluoperazine,false,
Prolixin,Stelazine,false,
Prolixin,triflupromazine,false,
Prolixin,Vesprin,false,
Prolixin,trimeprazine,false,
Prolixin,Temaril,false,
mesoridazine,Serentil,false,
mesoridazine,perphenazine,false,
mesoridazine,Trilafon,false,
mesoridazine,prochlorperazine,false,
mesoridazine,Compazine,false,
mesoridazine,promazine,false,
mesoridazine,Sparine,false,
mesoridazine,promethazine,false,
mesoridazine,Phenergan,false,
mesoridazine,thioridazine,false,
mesoridazine,Mellaril,false,
mesoridazine,trifluoperazine,false,
mesoridazine,Stelazine,false,
mesoridazine,triflupromazine,false,
mesoridazine,Vesprin,false,
mesoridazine,trimeprazine,false,
mesoridazine,Temaril,false,
Serentil,perphenazine,false,
Serentil,Trilafon,false,
Serentil,prochlorperazine,false,
Serentil,Compazine,false,
Serentil,promazine,false,
Serentil,Sparine,false,
Serentil,promethazine,false,
Serentil,Phenergan,false,
Serentil,thioridazine,false,
Serentil,Mellaril,false,
Serentil,trifluoperazine,false,
Serentil,Stelazine,false,
Serentil,triflupromazine,false,
Serentil,Vesprin,false,
Serentil,trimeprazine,false,
Serentil,Temaril,false,
perphenazine,Trilafon,false,
perphenazine,prochlorperazine,false,
perphenazine,Compazine,false,
perphenazine,promazine,false,
perphenazine,Sparine,false,
perphenazine,promethazine,false,
perphenazine,Phenergan,false,
perphenazine,thioridazine,false,
perphenazine,Mellaril,false,
perphenazine,trifluoperazine,false,
perphenazine,Stelazine,false,
perphenazine,triflupromazine,false,
perphenazine,Vesprin,false,
perphenazine,trimeprazine,false,
perphenazine,Temaril,false,
Trilafon,prochlorperazine,false,
Trilafon,Compazine,false,
Trilafon,promazine,false,
Trilafon,Sparine,false,
Trilafon,promethazine,false,
Trilafon,Phenergan,false,
Trilafon,thioridazine,false,
Trilafon,Mellaril,false,
Trilafon,trifluoperazine,false,
Trilafon,Stelazine,false,
Trilafon,triflupromazine,false,
Trilafon,Vesprin,false,
Trilafon,trimeprazine,false,
Trilafon,Temaril,false,
prochlorperazine,Compazine,false,
prochlorperazine,promazine,false,
prochlorperazine,Sparine,false,
prochlorperazine,promethazine,false,
prochlorperazine,Phenergan,false,
prochlorperazine,thioridazine,false,
prochlorperazine,Mellaril,false,
prochlorperazine,trifluoperazine,false,
prochlorperazine,Stelazine,false,
prochlorperazine,triflupromazine,false,
prochlorperazine,Vesprin,false,
prochlorperazine,trimeprazine,false,
prochlorperazine,Temaril,false,
Compazine,promazine,false,
Compazine,Sparine,false,
Compazine,promethazine,false,
Compazine,Phenergan,false,
Compazine,thioridazine,false,
Compazine,Mellaril,false,
Compazine,trifluoperazine,false,
Compazine,Stelazine,false,
Compazine,triflupromazine,false,
Compazine,Vesprin,false,
Compazine,trimeprazine,false,
Compazine,Temaril,false,
promazine,Sparine,false,
promazine,promethazine,false,
promazine,Phenergan,false,
promazine,thioridazine,false,
promazine,Mellaril,false,
promazine,trifluoperazine,false,
promazine,Stelazine,false,
promazine,triflupromazine,false,
promazine,Vesprin,false,
promazine,trimeprazine,false,
promazine,Temaril,false,
Sparine,promethazine,false,
Sparine,Phenergan,false,
Sparine,thioridazine,false,
Sparine,Mellaril,false,
Sparine,trifluoperazine,false,
Sparine,Stelazine,false,
Sparine,triflupromazine,false,
Sparine,Vesprin,false,
Sparine,trimeprazine,false,
Sparine,Temaril,false,
promethazine,Phenergan,false,
promethazine,thioridazine,false,
promethazine,Mellaril,false,
promethazine,trifluoperazine,false,
promethazine,Stelazine,false,
promethazine,triflupromazine,false,
promethazine,Vesprin,false,
promethazine,trimeprazine,false,
promethazine,Temaril,false,
Phenergan,thioridazine,false,
Phenergan,Mellaril,false,
Phenergan,trifluoperazine,false,
Phenergan,Stelazine,false,
Phenergan,triflupromazine,false,
Phenergan,Vesprin,false,
Phenergan,trimeprazine,false,
Phenergan,Temaril,false,
thioridazine,Mellaril,false,
thioridazine,trifluoperazine,false,
thioridazine,Stelazine,false,
thioridazine,triflupromazine,false,
thioridazine,Vesprin,false,
thioridazine,trimeprazine,false,
thioridazine,Temaril,false,
Mellaril,trifluoperazine,false,
Mellaril,Stelazine,false,
Mellaril,triflupromazine,false,
Mellaril,Vesprin,false,
Mellaril,trimeprazine,false,
Mellaril,Temaril,false,
trifluoperazine,Stelazine,false,
trifluoperazine,triflupromazine,false,
trifluoperazine,Vesprin,false,
trifluoperazine,trimeprazine,false,
trifluoperazine,Temaril,false,
Stelazine,triflupromazine,false,
Stelazine,Vesprin,false,
Stelazine,trimeprazine,false,
Stelazine,Temaril,false,
triflupromazine,Vesprin,false,
triflupromazine,trimeprazine,false,
triflupromazine,Temaril,false,
Vesprin,trimeprazine,false,
Vesprin,Temaril,false,
trimeprazine,Temaril,false,
Plicamycin,Mithracin,false,
Valproic acid,Depakene,false,
Valproic acid,sulfapyridine,false,
Depakene,sulfapyridine,false,
Acetohydroxamic acid,Lithostat,false,
Furazolidone,Furoxone,false,
Nitrofurantoin,Furadantin,false,
Procainamide,Pronestyl,false,
Quinidine,Quinidex,false,
Quinine,Quinamm,false,
Sulfoxone,Diasone,false,
Vitamin K,AquaMEPHYTON,false,
Vitamin K,Synkayvite,false,
Vitamin K,sulfapyridine,false,
AquaMEPHYTON,Synkayvite,false,
AquaMEPHYTON,sulfapyridine,false,
Synkayvite,sulfapyridine,false,
Anticoagulants,blood thinner,false,
Ethotoin,Peganone,false,
Mephenytoin,Mesantoin,false,
Mephenytoin,sulfapyridine,false,
Mesantoin,sulfapyridine,false,
Antidiabetics,antidiabetics,false,
Antidiabetics,sulfapyridine,false,
antidiabetics,sulfapyridine,true,effect
antidiabetics,antidiabetics,false,
sulfapyridine,antidiabetics,false,
Methotrexate,Mexate,false,
Methotrexate,methotrexate,false,
Methotrexate,sulfapyridine,false,
Mexate,methotrexate,false,
Mexate,sulfapyridine,false,
methotrexate,sulfapyridine,true,effect
methotrexate,methotrexate,false,
sulfapyridine,methotrexate,false,
Methyldopa,Aldomet,false,
Methyldopa,methyldopa,false,
Methyldopa,sulfapyridine,false,
Aldomet,methyldopa,false,
Aldomet,sulfapyridine,false,
methyldopa,sulfapyridine,true,effect
Phenytoin,Dilantin,false,
Phenytoin,sulfapyridine,false,
Dilantin,phenytoin,false,
Dilantin,sulfapyridine,false,
phenytoin,sulfapyridine,true,effect
phenytoin,phenytoin,false,
sulfapyridine,phenytoin,false,
theophylline,quinolones,true,mechanism
theophylline,quinolone,false,
theophylline,quinolone,true,effect
Quinolones,caffeine,true,mechanism
cinoxacin,cinoxacin,false,
cinoxacin,caffeine,false,
cinoxacin,caffeine,true,advise
Antacids,sucralfate,false,
Antacids,quinolones,true,mechanism
sucralfate,quinolones,true,mechanism
quinolones,iron,true,mechanism
quinolones,multivitamins,false,
quinolones,zinc,true,mechanism
quinolones,Videx,true,mechanism
quinolones,didanosine,true,mechanism
iron,multivitamins,false,
iron,zinc,false,
iron,Videx,false,
iron,didanosine,false,
multivitamins,zinc,false,
multivitamins,Videx,false,
multivitamins,didanosine,false,
zinc,Videx,false,
zinc,didanosine,false,
Videx,didanosine,false,
Quinolones,cinoxacin,false,
Quinolones,anticoagulants,true,effect
Quinolones,warfarin,true,effect
cinoxacin,anticoagulants,true,effect
cinoxacin,warfarin,true,effect
anticoagulants,warfarin,false,
quinolone class antimicrobial,nonsteroidal anti-inflammatory drug,true,effect
quinolone class antimicrobial,fenbufen,true,effect
nonsteroidal anti-inflammatory drug,fenbufen,false,
cinoxacin,nonsteroidal anti-inflammatory agents,true,advise
cyclosporine,quinolones,false,
quinolones,cyclosporine,true,mechanism
Robinul,anticholinergics,true,effect
Robinul,phenothiazines,true,effect
Robinul,antiparkinson drugs,true,effect
Robinul,tricyclic antidepressants,true,effect
anticholinergics,phenothiazines,false,
anticholinergics,antiparkinson drugs,false,
anticholinergics,tricyclic antidepressants,false,
phenothiazines,antiparkinson drugs,false,
phenothiazines,tricyclic antidepressants,false,
antiparkinson drugs,tricyclic antidepressants,false,
Robinul,potassium chloride,true,mechanism
Antizol,ethanol,true,mechanism
ethanol,Antizol,true,mechanism
Antizol,phenytoin,true,mechanism
Antizol,carbamazepine,true,mechanism
Antizol,cimetidine,true,mechanism
Antizol,ketoconazole,true,mechanism
phenytoin,carbamazepine,false,
phenytoin,cimetidine,false,
phenytoin,ketoconazole,false,
carbamazepine,cimetidine,false,
carbamazepine,ketoconazole,false,
cimetidine,ketoconazole,false,
beta-adrenergic receptor blocking agents,Anesthetics,true,int
beta-adrenergic receptor blocking agents,anesthetics,false,
Anesthetics,anesthetics,false,
Metformin,cephalexin,false,
Metformin,metformin,false,
cephalexin,metformin,true,mechanism
cephalexin,metformin,false,
metformin,metformin,false,
metformin,cephalexin,false,
cephalexin,metformin,true,advise
Probenecid,b-lactams,false,
Probenecid,cephalexin,false,
Probenecid,probenecid,false,
b-lactams,cephalexin,false,
b-lactams,probenecid,false,
cephalexin,probenecid,true,mechanism
ETOPOPHOS,levamisole hydrochloride,true,advise
cyclosporin A,etoposide,true,mechanism
cyclosporin A,etoposide,false,
etoposide,etoposide,false,
Flupenthixol,Monoamine oxidase inhibitors,true,int
Flupenthixol,MAOI,true,int
Flupenthixol,MAOI,false,
Flupenthixol,flupenthixol,false,
Flupenthixol,Arecoline,false,
Flupenthixol,Ethanol,false,
Flupenthixol,Flupenthixol,false,
Flupenthixol,Tricyclic antidepressants,false,
Monoamine oxidase inhibitors,MAOI,false,
Monoamine oxidase inhibitors,flupenthixol,false,
Monoamine oxidase inhibitors,Arecoline,false,
Monoamine oxidase inhibitors,Ethanol,false,
Monoamine oxidase inhibitors,Flupenthixol,false,
Monoamine oxidase inhibitors,Tricyclic antidepressants,false,
MAOI,MAOI,false,
MAOI,flupenthixol,false,
MAOI,Arecoline,false,
MAOI,Ethanol,false,
MAOI,Flupenthixol,false,
MAOI,Tricyclic antidepressants,false,
MAOI,flupenthixol,true,effect
flupenthixol,Arecoline,false,
flupenthixol,Ethanol,false,
flupenthixol,Flupenthixol,false,
flupenthixol,Tricyclic antidepressants,false,
Arecoline,Ethanol,false,
Arecoline,Flupenthixol,false,
Arecoline,Tricyclic antidepressants,false,
Ethanol,Flupenthixol,false,
Ethanol,Ethanol,false,
Ethanol,Tricyclic antidepressants,false,
Flupenthixol,Ethanol,true,effect
Tricyclic antidepressants,Flupenthixol,false,
Tricyclic antidepressants,Tricyclic antidepressants,false,
Flupenthixol,Tricyclic antidepressants,true,effect
antibiotics,aminoglycosides,false,
antibiotics,polymyxin,false,
aminoglycosides,polymyxin,false,
Curariform muscle relaxants,tubocurarine,false,
Curariform muscle relaxants,succinylcholine,false,
Curariform muscle relaxants,gallamine,false,
Curariform muscle relaxants,decamethonium,false,
Curariform muscle relaxants,sodium citrate,false,
Curariform muscle relaxants,Coly-Mycin M,true,effect
tubocurarine,succinylcholine,false,
tubocurarine,gallamine,false,
tubocurarine,decamethonium,false,
tubocurarine,sodium citrate,false,
tubocurarine,Coly-Mycin M,true,effect
succinylcholine,gallamine,false,
succinylcholine,decamethonium,false,
succinylcholine,sodium citrate,false,
succinylcholine,Coly-Mycin M,true,effect
gallamine,decamethonium,false,
gallamine,sodium citrate,false,
gallamine,Coly-Mycin M,true,effect
decamethonium,sodium citrate,false,
decamethonium,Coly-Mycin M,true,effect
sodium citrate,Coly-Mycin M,true,effect
Sodium cephalothin,Coly-Mycin M,true,effect
sodium cephalothin,Coly-Mycin M,true,advise
diuretics,PRINIVIL,true,effect
PRINIVIL,diuretic,false,
PRINIVIL,PRINIVIL,false,
diuretic,PRINIVIL,true,effect
diuretic,PRINIVIL,true,advise
ACE inhibitors,diuretics,false,
ACE inhibitors,ACE inhibitor,false,
ACE inhibitors,diuretic,false,
diuretics,ACE inhibitor,false,
diuretics,diuretic,false,
ACE inhibitor,diuretic,true,advise
Non-steroidal Anti-inflammatory Agents,non-steroidal anti-inflammatory drugs,false,
Non-steroidal Anti-inflammatory Agents,lisinopril,false,
non-steroidal anti-inflammatory drugs,lisinopril,true,effect
NSAIDs,ACE inhibitors,true,effect
NSAIDs,lisinopril,true,effect
ACE inhibitors,lisinopril,false,
NSAIDs,ACE inhibitors,true,advise
PRINIVIL,indomethacin,false,
indomethacin,indomethacin,false,
PRINIVIL,nitrates,false,
PRINIVIL,digoxin,false,
nitrates,digoxin,false,
PRINIVIL,propranolol,false,
PRINIVIL,hydrochlorothiazide,false,
propranolol,hydrochlorothiazide,false,
PRINIVIL,thiazide-type diuretics,true,effect
PRINIVIL,potassium-sparing diuretics,true,effect
PRINIVIL,spironolactone,true,effect
PRINIVIL,triamterene,true,effect
PRINIVIL,amiloride,true,effect
PRINIVIL,potassium,true,effect
potassium-sparing diuretics,spironolactone,false,
potassium-sparing diuretics,triamterene,false,
potassium-sparing diuretics,amiloride,false,
potassium-sparing diuretics,potassium,false,
spironolactone,triamterene,false,
spironolactone,amiloride,false,
spironolactone,potassium,false,
triamterene,amiloride,false,
triamterene,potassium,false,
amiloride,potassium,false,
Lithium,Lithium,false,
Lithium,lithium,false,
Lithium,ACE inhibitors,false,
lithium,ACE inhibitors,true,effect
Lithium,ACE inhibitor,false,
lithium,ACE inhibitor,true,effect
lithium,PRINIVIL,false,
lithium,lithium,false,
PRINIVIL,lithium,true,advise
butalbital,monoamine oxidase (MAO) inhibitors,true,effect
Butalbital,acetaminophen,false,
Butalbital,caffeine,false,
Butalbital,narcotic analgesic,true,effect
